employee_id,full_name,email,department,office_location,employment_type,grade,budget,headcount,hours_worked,rating,notes,report_date
E01016,Paul Vega,michael77@gibson.org.au,Operations,Brisbane,Part-time,APS6,152566,5,764.1,1.3,Enim quasi vitae harum.,2024-11-02
E01017,Christopher Singh,jtrujillo@stevens.edu,Legal,Darwin,Part-time,EL2,159956,3,1669.9,1.3,Voluptates commodi occaecati dignissimos illo.,2024-10-22
E01018,Julia Chavez,vford@ortega-anderson.edu,Engineering,Hobart,Casual,APS3,102477,5,1723.8,2.4,Doloribus quae necessitatibus veniam quas.,2024-09-24
E01019,Heidi Ford,tbrooks@long.com.au,Finance,Perth,Part-time,APS3,73922,4,1688.2,2.9,Officiis error rerum quo numquam amet dolor.,2023-08-26
E01020,Brooke Cruz,cwhite@benson.edu.au,Operations,Darwin,Contract,EL1,68116,5,525.8,1.1,,2023-03-16
E01021,Denise Reese,danielleandrews@hernandez.info,Finance,Perth,Casual,APS3,118918,4,326.5,3.5,Sint consectetur ut et ut.,2024-07-23
E01022,Nancy Liu,buchananchristopher@mora.net.au,Engineering,Melbourne,Casual,EL2,157275,2,837.9,3.1,,2023-07-16
E01023,Emily Winters,juliarubio@pittman-cox.net.au,HR,Melbourne,Full-time,APS4,166169,2,1618.6,2.4,Temporibus ipsum excepturi cupiditate esse rem cum sunt.,2024-02-22
E01024,Bryan Kent,jmoore@harrison.org.au,Engineering,Brisbane,Part-time,APS4,122093,5,698.6,3.5,,2024-07-26
E01025,Mary Thomas,cdavis@beard.biz,Engineering,Melbourne,Contract,EL1,134599,1,316.2,3.1,,2023-04-14
E01026,Randall Willis,sarah99@west.info,Finance,Canberra,Casual,SES1,167653,3,1667.9,2.0,Exercitationem excepturi assumenda fuga debitis numquam perspiciatis.,2024-12-21
E01027,Ashley Donovan,suzanneflores@mcguire.info,Operations,Adelaide,Full-time,APS5,130047,5,510.4,3.1,Numquam nihil voluptatibus.,2024-09-17
E01028,David Palmer,burnsrebecca@banks.net,Finance,Sydney,Full-time,SES1,136385,4,1692.8,4.9,Ipsum inventore aliquam quibusdam quis.,2024-10-30
E01029,Bobby Arnold,monicahouse@navarro.net,Sales,Sydney,Part-time,APS5,160235,1,336.8,3.2,Dicta iusto harum possimus earum fugiat.,2023-12-04
E01030,Jose Chaney,vrussell@hahn.net,HR,Darwin,Casual,APS1,114557,5,1356.8,4.7,,2024-07-18
E01031,Katherine Adams,fsellers@gentry.com,Marketing,Darwin,Full-time,APS1,64666,4,962.9,3.6,Rem autem asperiores fuga.,2024-03-17
E01032,Robert Maxwell,smithalexander@berg-williamson.org,IT,Sydney,Full-time,APS1,63454,2,1008.1,4.4,,2024-11-29
E01033,Tracie Costa,kristi19@brown.org.au,Finance,Canberra,Contract,EL1,116324,4,1034.2,1.5,Delectus quaerat at inventore.,2023-05-01
E01034,Christine Love,hflores@alvarez.info,Legal,Sydney,Full-time,EL1,91217,2,256.4,1.0,,2024-02-27
E01035,Charlotte Roberts,ramoswilliam@thompson.net,Finance,Canberra,Full-time,APS4,70041,1,315.4,1.7,Soluta nemo deleniti commodi.,2023-02-14
E01036,Chelsea Allison,franciscoreid@phillips.org.au,IT,Perth,Part-time,APS5,122744,1,1216.2,1.3,,2024-07-10
E01037,Roger Moss,penatammy@campbell-martin.com,Legal,Adelaide,Contract,APS4,108094,5,597.6,3.6,Laudantium temporibus animi quidem.,2024-06-23
E01038,Michael Roach,vsmith@davis.net.au,HR,Perth,Casual,APS1,152471,5,926.6,1.3,Perspiciatis aperiam ea saepe iste quia laboriosam libero.,2023-05-21
E01039,Emily Duarte,jeremyjackson@gomez.biz,IT,Darwin,Casual,APS2,163276,2,161.0,1.9,,2024-03-26
E01040,Steven Hayes,joanncruz@marks.biz,Finance,Sydney,Full-time,EL2,95428,3,1100.0,2.2,Corrupti facilis ipsa repellendus temporibus corrupti veniam dolor.,2023-03-28
E01041,John Nelson,andrewmyers@gallegos-nash.net,Sales,Hobart,Full-time,EL2,173085,4,753.9,1.2,Deleniti non libero ipsa sed.,2023-07-30
E01042,Mr. Harry Rodriguez,janice94@young.org.au,Sales,Canberra,Full-time,SES1,146560,3,153.2,4.1,,2023-01-27
E01043,Adam Parker,matthewcollins@patterson.net,Marketing,Melbourne,Full-time,APS4,104688,5,837.9,2.7,,2023-02-28
E01044,James Barker,mikewaller@smith.biz,Marketing,Darwin,Contract,SES1,154269,5,1407.3,2.0,,2024-01-26
E01045,Tony Barker,cynthia74@peterson.org,IT,Adelaide,Full-time,APS3,96791,3,245.4,2.0,Quos nemo tenetur provident non repellendus.,2024-07-09
E01046,Justin Zamora,william16@hanson.edu,Sales,Sydney,Casual,APS1,146406,3,1430.1,4.2,Iure tempore veniam quas architecto harum deserunt.,2024-09-14
E01047,Michelle Cox,wellsjeffrey@murphy.info,Legal,Darwin,Part-time,APS5,62263,4,115.1,1.1,,2024-01-03
E01048,Rachel Frye,mgalloway@gonzalez.edu.au,IT,Melbourne,Full-time,EL1,135965,1,570.0,3.4,,2023-11-18
E01049,Elizabeth Brown,alexandragordon@gibbs.com,Marketing,Sydney,Casual,APS5,76675,2,1171.6,1.6,Ea corporis ad officiis quis.,2024-09-24
E01050,John Browning,seanreyes@wheeler.com.au,Finance,Adelaide,Contract,APS3,65499,5,1319.5,1.2,Iste deserunt non eligendi nesciunt.,2023-09-23
E01051,Alan Williams,angela52@decker-brooks.com,Legal,Melbourne,Full-time,SES1,138719,2,694.5,1.3,,2024-03-30
E01052,Maria Foster,christie04@cunningham-carroll.edu,IT,Brisbane,Casual,APS4,168676,4,221.4,2.7,Quam quae libero unde.,2023-10-17
E01053,Brian Martin,christopherward@morgan-gutierrez.com.au,Legal,Brisbane,Contract,APS6,109114,4,1702.2,2.2,Id aperiam impedit ratione possimus molestias at.,2023-02-01
E01054,Christopher Farmer,jeremy08@williams.org.au,Marketing,Canberra,Full-time,APS3,73924,5,459.5,2.3,,2024-06-04
E01055,Andrew Blake,stephanietaylor@morris-avila.biz,Sales,Hobart,Part-time,APS1,145093,1,1723.8,4.8,,2023-08-18
E01056,Ralph Vasquez,cpierce@lawrence.org.au,HR,Adelaide,Full-time,SES1,139574,4,1220.6,3.1,Laudantium expedita aspernatur sunt magni repudiandae id corrupti.,2023-11-21
E01057,Mark Dean,angela86@davenport.net,Marketing,Perth,Casual,APS4,160616,3,492.5,2.3,,2023-04-29
E01058,Gabriel Green,santosshannon@morrison-curtis.edu,Sales,Darwin,Full-time,APS6,106135,5,959.6,4.7,,2024-10-31
E01059,Christine Rodriguez,vballard@gonzalez.net,Engineering,Brisbane,Part-time,EL1,168368,2,1673.7,2.0,,2024-02-22
E01060,Megan Tanner,michael03@zamora.com,Marketing,Perth,Casual,APS6,113543,4,958.5,1.6,,2024-05-21
E01061,Daniel White,jamie65@joyce-guzman.org,Engineering,Brisbane,Part-time,APS1,94521,5,1309.3,2.9,,2023-04-14
E01062,Karen Carlson,chrisrodriguez@farrell.com,Sales,Canberra,Part-time,APS1,77351,5,1573.7,4.7,Veniam ut esse.,2024-03-08
E01063,Keith Moore,richardsondebbie@harmon-watson.net,IT,Melbourne,Full-time,APS5,104146,3,1105.5,3.5,,2023-02-16
E01064,Alex Townsend,turnerjose@martinez.com,Legal,Brisbane,Contract,EL2,157084,4,591.8,2.9,,2023-05-18
E01065,Tara Thompson,millerjimmy@neal.edu.au,HR,Canberra,Full-time,APS3,137798,5,728.8,3.6,,2024-01-24
E01066,Nicholas Hernandez,sandersnicholas@jimenez.biz,Marketing,Hobart,Part-time,APS2,104710,1,1059.0,4.6,Voluptate nemo aliquid aperiam.,2024-08-16
E01067,Diana Campbell,rharris@lambert.org.au,Sales,Canberra,Part-time,APS6,65496,2,831.9,2.1,Repellat voluptatum aliquid natus sequi nam praesentium.,2024-09-22
E01068,Michelle Newton,michael95@hoover-stephens.net.au,Marketing,Adelaide,Full-time,APS3,97728,3,927.3,1.9,,2023-06-23
E01069,Jacqueline Arnold,malikfowler@thompson-morales.info,Marketing,Sydney,Part-time,APS2,78481,1,451.6,4.4,,2023-06-22
E01070,Dr. Brittany Chambers,alowe@ali-miller.net,Finance,Hobart,Part-time,SES1,169118,1,728.2,2.1,,2024-08-07
E01071,Faith Howard,ihayes@martin.org,Operations,Melbourne,Casual,EL2,153880,1,855.5,2.7,,2023-09-27
E01072,Kimberly Collier,melissaberry@summers.com.au,Marketing,Canberra,Casual,APS2,157553,2,1336.5,2.3,Sunt voluptatibus molestias maxime nemo ducimus.,2024-06-03
E01073,Terri Singh,tracy55@giles.org.au,HR,Perth,Full-time,APS6,116803,1,1685.0,4.2,,2023-11-22
E01074,Nicole Watts,perezdawn@flowers.com,Finance,Darwin,Part-time,APS1,109310,2,1244.7,2.1,,2023-06-05
E01075,Tracy Marsh,ethomas@clements.org.au,Engineering,Sydney,Part-time,APS5,174801,1,1716.4,4.4,,2023-08-08
E01076,Anne Olsen,smithkenneth@lopez.com.au,Engineering,Perth,Part-time,SES1,65087,4,1269.6,3.5,,2024-10-08
E01077,Jesse Wilson,dorothy09@cooper-brooks.net,Engineering,Hobart,Part-time,SES1,170191,2,1587.6,3.7,,2024-05-16
E01078,Kevin Mendoza,sheltontiffany@flores-johnson.info,Engineering,Hobart,Full-time,APS5,88695,1,1737.0,4.6,,2023-10-22
E01079,Janet Ryan,hendersonbrenda@avery-cohen.com,Legal,Brisbane,Contract,APS4,120913,3,1223.0,2.4,,2024-02-12
E01080,Victor Blake,wellsamy@sanchez.com.au,Engineering,Sydney,Contract,EL2,63796,3,555.5,1.9,,2024-02-23
E01081,Paul Allen,tjohnson@waters.biz,Legal,Adelaide,Casual,APS5,166041,4,822.8,2.0,,2023-02-25
E01082,Michael Watkins,wallssean@white.edu,IT,Perth,Full-time,APS6,100437,4,796.7,3.3,,2023-06-20
E01083,Amber Richards,cthompson@nash-williams.edu.au,HR,Canberra,Part-time,APS6,62610,1,1464.1,1.4,,2024-12-22
E01084,Brian Moore,gonzaleztodd@hughes.org,HR,Adelaide,Part-time,APS1,86009,2,1524.9,2.6,,2023-08-23
E01085,Amanda White,michelle97@reeves.com.au,Legal,Melbourne,Contract,APS6,156119,2,1698.0,1.1,,2023-01-21
E01086,Charles Yang,kimmichael@jordan.net.au,Engineering,Adelaide,Part-time,APS1,63177,2,1173.6,3.8,,2023-02-04
E01087,Ashley Wells,samuel61@miller.net.au,Sales,Hobart,Part-time,EL1,174900,3,1565.4,1.3,Illo ullam tenetur soluta commodi cum necessitatibus.,2024-05-31
E01088,Jill Barajas,angela71@lopez.org.au,Operations,Adelaide,Contract,APS2,139389,3,1434.1,2.7,Corporis consequatur praesentium accusamus animi.,2023-01-24
E01089,Ashley Wade,turnerlisa@mccall-valencia.org.au,IT,Hobart,Casual,APS2,135523,4,740.2,2.7,,2023-08-16
E01090,John Mendoza,thompsonangela@weaver.org,Engineering,Darwin,Part-time,APS5,125147,4,1717.5,4.1,Corporis quis labore voluptatibus asperiores cum occaecati.,2023-04-21
E01091,Mario Pace,richard60@norman-johnson.net.au,Finance,Melbourne,Part-time,EL1,122495,5,285.2,2.2,Ipsum saepe dolore tenetur laboriosam veniam.,2023-05-28
E01092,Jennifer Wiggins,johnboyd@mejia-reynolds.com,Operations,Perth,Contract,APS4,70995,2,785.4,4.4,Architecto assumenda tempora corporis odit fuga.,2024-06-19
E01093,John Roman,kevin89@calhoun-wyatt.info,Engineering,Hobart,Contract,APS5,104285,2,162.1,3.8,,2024-09-05
E01094,Jasmin Pitts,taylordavis@hester-patel.edu.au,Marketing,Melbourne,Contract,APS4,101027,2,647.1,3.8,,2024-06-10
E01095,Darlene Adams,nancy98@edwards.org.au,Sales,Darwin,Contract,APS2,61785,2,983.9,1.5,,2023-07-22
E01096,Hannah Torres,zachary64@harper-santiago.org.au,HR,Hobart,Contract,APS1,142072,5,928.2,4.0,Tempora consequuntur quo eos porro facere molestiae eum.,2024-07-14
E01097,Lauren Thompson,danielle39@greer.info,Marketing,Brisbane,Contract,APS2,154364,3,988.2,3.5,Doloribus laborum earum necessitatibus modi corporis.,2024-01-16
E01098,Dawn Levy,msmith@reilly-gibson.edu,IT,Brisbane,Casual,APS6,87606,3,1676.0,3.9,,2023-05-19
E01099,Destiny Bradley,josephjarvis@holden.biz,Engineering,Perth,Casual,APS1,79706,4,214.0,4.9,Blanditiis debitis facere reiciendis amet sed.,2023-11-16
E01100,Joshua Adams,frostgloria@williams.edu.au,HR,Perth,Contract,SES1,68009,5,896.8,1.6,Ab excepturi numquam eius.,2023-12-25
E01101,David Montgomery,sarah53@johnson.net.au,Finance,Hobart,Casual,APS4,179473,4,1093.6,2.2,,2024-10-01
E01102,Carolyn Burch,nharris@best.edu.au,IT,Hobart,Part-time,APS2,88369,3,403.2,3.3,Voluptatem earum laborum atque sapiente dolore itaque cumque.,2023-05-10
E01103,Daniel Rodriguez,emilygraham@atkinson.com.au,Marketing,Brisbane,Part-time,EL2,162677,2,1781.4,1.4,Quae ipsam qui fugit nostrum fugit.,2024-09-21
E01104,Denise Macias,hkim@morris-porter.edu.au,Engineering,Darwin,Casual,APS1,66840,2,969.9,2.8,Saepe non fuga provident nobis praesentium.,2024-11-11
E01105,Richard Clark,michael43@roberts.info,HR,Melbourne,Contract,APS4,110532,4,703.5,4.4,,2023-11-21
E01106,Melissa Elliott,chavezlauren@armstrong-ward.com,IT,Melbourne,Casual,APS3,170084,4,1052.8,3.0,,2023-09-14
E01107,Nathaniel Blankenship Jr.,michael45@mendoza-jackson.edu.au,Sales,Perth,Part-time,APS6,107931,4,1410.3,2.4,,2024-03-10
E01108,Linda Patrick,wernermichael@davis.com.au,IT,Sydney,Casual,EL1,157993,1,432.9,2.4,,2023-07-19
E01109,Kristen Wright,shawn42@ramirez-moon.org.au,Legal,Darwin,Casual,APS2,125902,1,1131.5,1.1,Est maxime doloremque at amet omnis.,2023-10-09
E01110,Tiffany David,keithharrison@jacobson-young.org.au,Marketing,Darwin,Full-time,APS5,134996,1,1567.4,4.7,,2024-09-14
E01111,Angela Mejia,lisa28@maxwell.net.au,Engineering,Brisbane,Full-time,SES1,65006,3,149.0,4.6,,2023-06-06
E01112,Brittany Frederick,kristinnguyen@miranda.com,Operations,Melbourne,Contract,APS2,75653,1,853.7,3.8,,2023-11-18
E01113,Stephanie Long,brandonmoore@allen.net.au,Marketing,Canberra,Full-time,APS4,103603,3,1626.2,1.7,,2024-08-23
E01114,Diana Sanchez,jenniferreeves@bowman.com.au,Sales,Melbourne,Full-time,EL1,68513,2,1502.6,3.0,Consequatur enim minus laudantium quidem mollitia.,2023-10-01
E01115,Stacy Owens,kristin96@mills-russell.edu,Finance,Adelaide,Part-time,APS5,113641,2,1180.0,4.4,Commodi alias asperiores voluptatum sapiente blanditiis temporibus.,2023-01-04
E01116,Elijah Johnson,bgonzalez@graham.org,Legal,Melbourne,Casual,APS2,169590,1,1062.5,2.9,Sint ratione quibusdam officiis error doloribus accusamus.,2023-04-30
E01117,Jeffrey Tucker,xmarquez@ford.com,HR,Darwin,Casual,APS3,62635,2,1440.9,1.9,Veniam tempore ullam eos amet.,2024-01-19
E01118,James Valdez,smiller@nicholson-arnold.com,IT,Brisbane,Part-time,APS5,156745,2,627.8,2.5,Architecto ex est magni accusamus aut quia.,2023-10-21
E01119,Amy Hicks,andrew65@stevens.com,Legal,Darwin,Part-time,EL1,95756,2,401.1,2.2,Nesciunt sunt quis inventore maiores pariatur molestias.,2024-12-15
E01120,Katie Lutz,sarahgray@klein.org,Engineering,Sydney,Casual,APS6,144125,5,864.4,3.5,,2023-06-24
E01121,Thomas Davis,ohill@williams.org,Sales,Perth,Part-time,APS3,116866,3,1198.2,3.7,In deserunt reiciendis sunt incidunt.,2023-10-23
E01122,Wanda Clark,martinbenjamin@webb.org,Marketing,Brisbane,Part-time,APS2,121300,3,153.5,1.5,,2024-11-05
E01123,Katherine Miller,vcain@luna.net,Engineering,Canberra,Casual,APS6,146285,5,1632.2,2.3,,2023-04-18
E01124,Kimberly Valenzuela,crystal58@contreras.edu.au,Finance,Darwin,Contract,APS3,104128,1,418.1,2.4,,2023-06-16
E01125,Diana Wheeler,jeremyjohnson@nelson-case.net,Finance,Adelaide,Contract,EL2,151029,4,1342.6,2.9,,2023-09-07
E01126,Dr. Jared Crane MD,daniel28@richard.org.au,Legal,Melbourne,Contract,EL2,175006,2,1397.4,4.6,,2024-06-03
E01127,Christian Garcia,robert66@rivera.info,Marketing,Perth,Full-time,EL1,81499,5,382.9,2.2,,2024-09-03
E01128,Mary Hampton,grahamlisa@perry.net.au,Operations,Darwin,Casual,APS3,67051,1,625.8,4.1,Blanditiis doloremque soluta laudantium vero nihil.,2023-12-21
E01129,Samuel Mitchell,matthewharper@bennett.com,Engineering,Hobart,Part-time,APS1,82553,3,622.8,1.7,Molestiae laudantium at voluptas.,2023-07-28
E01130,Maria Braun,ruizantonio@terrell-richardson.net.au,IT,Perth,Casual,APS3,80883,3,269.9,3.2,,2024-02-08
E01131,Anita Martin,mark09@mcneil.com,Sales,Hobart,Part-time,EL2,72559,4,318.5,4.1,,2023-05-17
E01132,Cheryl Jackson,fholloway@adams.edu.au,Marketing,Perth,Contract,EL1,105464,4,1238.8,4.9,,2023-01-28
E01133,Andrea Salazar,calvinobrien@moore-parsons.edu,Operations,Perth,Casual,APS4,125726,1,1138.0,4.0,Libero dolore eligendi hic.,2023-03-21
E01134,Christopher Kennedy,ghoward@carter-thornton.biz,IT,Adelaide,Part-time,APS1,72170,3,752.9,1.7,Rem doloremque voluptates est eveniet dolores.,2023-06-04
E01135,Christopher Miller,hernandezwhitney@hernandez.net,Engineering,Darwin,Casual,APS1,115277,2,378.0,3.7,,2023-04-19
E01136,Melissa Riley,hgraham@barnett.net,Legal,Darwin,Contract,APS2,61602,2,642.3,3.3,Tempora omnis facilis hic exercitationem.,2024-01-29
E01137,Ryan Lara,flopez@barrett-sanders.net.au,Sales,Darwin,Full-time,EL1,99708,4,539.7,3.5,,2024-09-10
E01138,Robert Mcgee,wbarrett@parrish.org,Engineering,Melbourne,Casual,APS6,83440,4,1003.9,2.5,Impedit laborum voluptates corporis sunt.,2024-11-21
E01139,Larry Krueger,jenniferbutler@welch.net.au,Legal,Melbourne,Part-time,APS5,140546,4,839.3,2.9,,2023-02-10
E01140,Jacqueline Smith,gingram@clark.edu,Engineering,Adelaide,Full-time,APS6,176544,5,1266.9,2.0,,2023-12-12
E01141,James Rice,ryandodson@gibson.edu.au,Finance,Sydney,Casual,SES1,106777,4,129.8,2.3,,2024-10-13
E01142,Kimberly Campos,mitchellandrew@sims.biz,Legal,Darwin,Contract,APS1,71016,5,260.8,3.9,,2024-10-10
E01143,Suzanne Lynch,sandradavenport@cole.com,Marketing,Canberra,Contract,APS6,91994,5,1067.4,1.2,Pariatur neque hic a dolorem.,2023-12-01
E01144,Roberto Allen,jordansusan@nichols-lam.biz,HR,Melbourne,Full-time,EL1,104272,3,818.3,1.1,,2023-09-21
E01145,Sean Oconnor,kayla07@lewis.com.au,Sales,Sydney,Part-time,APS2,99741,5,973.9,4.4,Unde harum quas debitis omnis.,2023-09-07
E01146,Jeffrey Murphy,staceysmith@velazquez.net,Engineering,Hobart,Contract,APS4,150290,2,570.7,3.7,,2024-09-11
E01147,Eduardo Scott,rebeccaharris@ward.net,Marketing,Adelaide,Full-time,APS5,113370,2,131.8,2.7,Porro odit asperiores culpa commodi vel veritatis.,2023-05-13
E01148,Randy Blake,tammy17@martinez-miranda.edu,Legal,Darwin,Part-time,APS2,152931,3,475.8,3.4,,2024-12-30
E01149,Bryan Contreras,kristen51@thompson-drake.edu,Legal,Brisbane,Contract,SES1,133093,1,683.0,2.3,,2024-03-31
E01150,Molly Bartlett,gayfrancis@martin-ochoa.edu,Engineering,Darwin,Part-time,APS4,93514,4,154.9,4.4,,2023-03-22
E01151,William Todd,anthony66@aguirre.org.au,Legal,Darwin,Part-time,APS2,129414,3,616.9,4.0,Deleniti odit quo quibusdam.,2024-04-07
E01152,Willie Perez,dgrant@morris-wood.com,Operations,Perth,Contract,APS6,160262,1,1377.4,2.1,Iste a explicabo.,2024-05-17
E01153,Taylor Wong MD,montesmichelle@anderson.edu.au,Operations,Adelaide,Full-time,EL1,72711,4,471.1,5.0,Natus blanditiis consequatur laudantium voluptatum quas exercitationem.,2024-08-07
E01154,Amanda Conley,john86@williams-rodriguez.net,Operations,Melbourne,Contract,EL1,88541,4,1630.8,2.1,,2024-01-07
E01155,Yvette Dominguez,rkidd@atkinson-zavala.edu,Legal,Brisbane,Contract,SES1,112948,4,1386.6,2.1,,2024-04-05
E01156,Jonathan Rodgers,sjohnson@lopez-davis.org,Operations,Melbourne,Casual,EL1,168772,3,1397.0,3.6,Nobis sed facere atque eaque ex suscipit.,2024-11-30
E01157,Daniel Mcbride,brandoncollins@fischer.edu,Sales,Melbourne,Contract,EL1,63806,5,481.1,3.4,,2024-05-30
E01158,Sheila Payne,craig60@ellison-fisher.net.au,Sales,Sydney,Casual,APS1,81818,5,1163.3,3.7,,2024-01-15
E01159,Anthony Jones,rodriguezthomas@pacheco-sullivan.com.au,Sales,Darwin,Part-time,SES1,81152,4,727.4,4.5,,2023-06-29
E01160,Kevin Hoffman,christopherjackson@hull.com,IT,Darwin,Part-time,APS6,177236,1,451.9,2.8,,2023-09-08
E01161,Nicholas Martinez,veronicasmith@golden.org.au,Operations,Perth,Full-time,EL2,165340,5,1524.4,4.5,,2023-06-13
E01162,David Jordan DDS,hlee@cooper-sullivan.edu.au,HR,Melbourne,Full-time,APS1,149394,4,1574.0,5.0,,2024-01-30
E01163,Kenneth Adams,mannjonathan@jimenez.org.au,Marketing,Darwin,Full-time,SES1,153820,5,1200.1,3.1,,2023-01-25
E01164,Melissa Ray,coffeyjohn@williams.com.au,Finance,Darwin,Contract,APS5,155046,1,717.7,3.9,,2024-06-07
E01165,Brandi Robinson,andrewsdenise@rodriguez.net.au,HR,Canberra,Part-time,APS2,159344,5,1381.1,1.4,,2023-06-23
E01166,Charles Ramsey,meltonmark@gray-stone.net,Legal,Darwin,Part-time,APS3,87536,3,265.1,3.6,,2023-03-17
E01167,Dakota Reid,paullopez@hodge.net,Engineering,Adelaide,Casual,APS4,150334,4,662.1,2.8,,2023-09-22
E01168,David Hamilton,bryansmall@goodman.net,Operations,Brisbane,Casual,APS3,175365,3,1058.0,3.9,,2023-11-11
E01169,Brian Mitchell,joshua60@floyd-moreno.edu.au,Marketing,Adelaide,Contract,EL2,80242,2,349.1,2.2,,2024-01-29
E01170,Eric Walker,haleyhill@stuart-nelson.info,Finance,Hobart,Casual,APS4,61581,3,719.1,3.0,,2024-06-13
E01171,Taylor Smith,deannacruz@hicks.net.au,Operations,Brisbane,Part-time,APS6,125679,3,989.7,2.5,,2024-05-11
E01172,Melissa Nelson,julie01@krueger.net,Engineering,Brisbane,Contract,APS3,61865,1,682.0,2.2,Quidem pariatur nam nostrum reiciendis.,2023-08-18
E01173,Catherine Crawford,hernandezandrew@carrillo.info,HR,Perth,Casual,APS4,134633,1,1528.0,4.4,,2024-06-20
E01174,Brian Torres,zking@willis-fuller.edu.au,Legal,Melbourne,Contract,APS1,103190,5,214.2,3.2,,2024-07-01
E01175,Heather James,pamelanguyen@kelly-blake.edu,Finance,Perth,Part-time,EL2,164499,2,1272.5,3.6,,2023-09-08
E01176,Darren Bernard,norrisdakota@hall.org.au,Engineering,Melbourne,Full-time,APS3,139840,3,1038.4,1.4,,2023-07-14
E01177,Joseph Rodgers,beckertheresa@higgins-walker.org.au,Operations,Melbourne,Casual,SES1,89830,2,1095.7,3.3,,2024-04-20
E01178,Brent Scott,rmartinez@chapman.net.au,Finance,Melbourne,Full-time,APS6,85745,4,297.9,1.3,,2023-07-22
E01179,Lisa Davis,kylie83@alvarez.edu,IT,Perth,Casual,EL2,136246,4,1563.9,1.4,,2024-03-29
E01180,Peter Chandler,nmontoya@clay-garcia.edu,Engineering,Darwin,Casual,APS1,138820,3,937.4,1.7,,2024-06-03
E01181,Tammy Ramirez,whorton@hawkins-martin.com.au,Marketing,Brisbane,Part-time,APS5,148846,5,955.2,3.5,,2023-04-25
E01182,Ms. Mary Lee,jimwilliams@gonzalez.org.au,Legal,Darwin,Contract,SES1,83435,1,1392.7,3.7,Eos aperiam ipsum nulla.,2023-04-07
E01183,Nicholas Ramsey,courtney46@watts.info,Operations,Darwin,Full-time,APS4,159988,2,462.5,3.0,Ab fugiat modi placeat tempora autem.,2023-11-24
E01184,Christy Hernandez,hamiltonholly@adams.edu,Marketing,Brisbane,Part-time,APS4,85153,4,1435.9,4.4,Veniam ut tempore totam voluptates suscipit culpa.,2024-09-16
E01185,Kim Bradley DVM,yjackson@ramirez-green.org.au,Engineering,Brisbane,Casual,EL1,94452,4,1688.4,4.3,Deserunt eos quo.,2024-01-15
E01186,Brandon Perkins,rachelhall@ferguson.biz,Legal,Sydney,Contract,APS6,133831,4,1396.6,1.0,,2024-02-18
E01187,Lauren Rojas,brianwhite@lindsey.com,Legal,Canberra,Contract,APS3,62553,2,454.6,3.9,Similique molestiae asperiores molestiae assumenda minima atque.,2023-10-29
E01188,Joshua Clayton,pattersonmelissa@taylor.com.au,Sales,Adelaide,Casual,EL1,156864,2,1455.7,3.5,Corporis ipsam in odio aspernatur quis itaque.,2024-03-26
E01189,Wendy Morgan,cannonkimberly@vazquez.com.au,IT,Hobart,Casual,APS3,154537,5,898.8,4.9,,2023-02-17
E01190,Peter Morton,millerjames@gonzales.net.au,Engineering,Adelaide,Casual,APS4,136823,4,200.8,1.2,,2023-12-17
E01191,Mark Schmitt,ballvanessa@gray-wilson.edu,Engineering,Brisbane,Full-time,APS5,121845,2,1597.4,1.3,,2024-02-28
E01192,Nicole Green,gardnerdylan@ray.com.au,Marketing,Adelaide,Full-time,APS4,117443,2,657.3,3.2,,2024-11-07
E01193,Roger Roberts,edwardstaylor@hamilton.com,Marketing,Perth,Part-time,APS1,68913,3,1727.2,2.4,Suscipit fugiat odio at quam.,2024-04-01
E01194,Chris Gray,youngedward@hunt-ewing.net.au,Engineering,Brisbane,Contract,APS4,86081,3,534.1,4.0,Facilis reprehenderit quos.,2023-01-24
E01195,Andrew Klein,nbrown@ortiz.edu,Sales,Canberra,Contract,EL1,164608,1,1513.8,1.2,Nulla ratione accusantium numquam odio vel unde.,2024-06-08
E01196,Austin Adams,hebertmichelle@davenport-martinez.edu,Sales,Melbourne,Casual,APS1,124488,3,1077.2,3.5,,2023-03-19
E01197,Nancy Green,suzanne28@jimenez-galvan.edu,HR,Perth,Part-time,SES1,170926,1,1075.7,2.9,,2024-10-27
E01198,Nathan Lopez,rossjohn@jones.net,Sales,Canberra,Contract,APS5,175414,2,1205.8,1.3,,2024-10-25
E01199,Kelly Brewer,rickey20@suarez.org,Sales,Canberra,Contract,APS1,60832,5,1508.0,1.1,,2023-08-19
E01200,Nicholas Rice,daltonyu@miller-marks.biz,Marketing,Brisbane,Casual,APS4,145670,2,1408.9,3.3,Veniam occaecati culpa veniam fugiat.,2023-12-30
E01201,Shane Lopez,jenniferwood@vega.com,Operations,Canberra,Casual,APS4,63437,5,1123.3,4.4,,2023-05-11
E01202,Julie Parker,michelle89@wagner.com.au,Legal,Perth,Part-time,APS6,86437,3,377.6,5.0,,2023-08-27
E01203,Justin Mason,mariahill@compton.com,Finance,Hobart,Contract,APS3,109166,1,854.7,4.0,Alias porro animi sequi dolores totam.,2023-08-02
E01204,Phillip Kelly,brenda16@walker.com.au,Engineering,Melbourne,Part-time,EL1,109873,5,1484.6,1.4,Iste iure soluta commodi aliquid voluptate dolores at.,2023-06-29
E01205,Katherine Taylor,yvonne06@cummings.edu.au,IT,Canberra,Contract,APS2,106974,3,805.7,1.8,,2023-04-03
